slug,companyURL,companyMembersURL,companyNameNAICS,LinkedIn Company Name,employeesCount,LinkedIn Company IDs
integrated-business-core-cedarville-university,https://www.linkedin.com/company/integrated-business-core-cedarville-university,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2227000637%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEDARVILLE UNIV,Integrated Business Core Cedarville University,6,27000637
cleardata-networks,https://www.linkedin.com/company/cleardata-networks,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22324643%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELESDATA INC,ClearDATA,189,324643
celgene,https://www.linkedin.com/company/celgene,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228348%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELGENE CORPORATION,Celgene,3083,8348
celigo-inc,https://www.linkedin.com/company/celigo-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22275831%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELIGO INC,Celigo,692,275831
cellarity,https://www.linkedin.com/company/cellarity,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2235570439%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELLARITY INC,Cellarity,138,35570439
cellco-partnership-d-b-a-verizon-wireless-,https://www.linkedin.com/company/cellco-partnership-d-b-a-verizon-wireless-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2257231941%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELLCO PARTNERSHIP DBA VERIZON WIRELESS,Cellco Partnership (d/b/a Verizon Wireless),1,57231941
celltheon-corporation,https://www.linkedin.com/company/celltheon-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223545319%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELLTHEON CORPORATION,Celltheon Corporation,16,3545319
celonaio,https://www.linkedin.com/company/celonaio,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214057963%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELONA INC,Celona,127,14057963
celonis,https://www.linkedin.com/company/celonis,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223118913%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CELONIS INC,Celonis,2948,3118913
cengage,https://in.linkedin.com/company/cengage,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22162954%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENGAGE LEARNING INC,Cengage Group,4372,162954
centauri-specialty-insurance-holdings-inc-,https://www.linkedin.com/company/centauri-specialty-insurance-holdings-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222471623%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTAURI SPECIALTY MANAGERS  INC,Centauri Insurance,48,2471623
centene-corporation,https://www.linkedin.com/company/centene-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229703%22%2C%22149931%22%2C%227354%22%2C%221788720%22%2C%221116632%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTENE MANAGEMENT COMPANY LLC,Centene Corporation,27126,9703|149931|7354|1788720|1116632
center-for-applied-rationality,https://www.linkedin.com/company/center-for-applied-rationality,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223769672%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTER FOR APPLIED RATIONALITY CFAR,Center for Applied Rationality,11,3769672
centerfield-media,https://www.linkedin.com/company/centerfield-media,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221693595%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTERFIELD MEDIA HOLDING COMPANY,Centerfield,836,1693595
centers-for-disease-control-and-prevention,https://www.linkedin.com/company/centers-for-disease-control-and-prevention,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22157336%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTERS FOR DISEASE CONTROL & PREV,Centers for Disease Control and Prevention,19941,157336
centerview-partners,https://www.linkedin.com/company/centerview-partners,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2273704%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTERVIEW PARTNERS LLC,Centerview Partners,466,73704
centiva-capital,https://www.linkedin.com/company/centiva-capital,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211005017%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTIVA CAPITAL LP,Centiva Capital,164,11005017
centizen,https://www.linkedin.com/company/centizen,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22946242%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTIZEN INC,"Centizen, Inc.",260,946242
centra-health,https://www.linkedin.com/company/centra-health,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2229639%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRA HEALTH INC D/B/A CENTRA COL,Centra Health,2994,29639
centracare,https://www.linkedin.com/company/centracare,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223108043%22%2C%2238148%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRACARE HEALTH SYTEM SAUK CENTRE,CentraCare,3828,3108043|38148
central-business-solutions,https://www.linkedin.com/company/central-business-solutions,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2280755%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAL BUSINESS SOLUTIONS INC,Central Business Solutions Inc.,82,80755
cscunews,https://www.linkedin.com/company/cscunews,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221283515%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAL CONNECTICUT STATE UNIV,Connecticut State Colleges & Universities,143,1283515
ccsdnm,https://www.linkedin.com/company/ccsdnm,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2263761125%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAL CONSOLIDATED SCHOOL DIST,Central Consolidated School District,141,63761125
central-service-association?originalSubdomain=in,https://www.linkedin.com/company/central-service-association/?originalSubdomain=in,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222433405%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAL SERVICES ASSOCIATION,Central Service Association,104,2433405
central-valley-veterinary-hospital,https://www.linkedin.com/company/central-valley-veterinary-hospital,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2254553054%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAL VALLEY VET INC,Central Valley Veterinary Hospital,5,54553054
superion,https://in.linkedin.com/company/superion,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216251787%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRALSQUARE TECHNOLOGIES LLC,Superion,79,16251787
centraprise,https://www.linkedin.com/company/centraprise,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2213345578%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRAPRISE CORP,Centraprise,304,13345578
centricbrands,https://www.linkedin.com/company/centricbrands,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2212636581%22%2C%22215044%22%2C%221879416%22%2C%22576451%22%2C%225621123%22%2C%221313628%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRIC BRANDS HOLDING LLC,Centric Brands,1767,12636581|215044|1879416|576451|5621123|1313628
centric-software,https://www.linkedin.com/company/centric-software,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214847%22%2C%2218820054%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRIC SOFTWARE INC,Centric Software,637,14847|18820054
centrify-corporation,https://www.linkedin.com/company/centrify-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2230501%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRIFY CORPORATION,Centrify Corporation,85,30501
practice-management-firm,https://www.linkedin.com/company/practice-management-firm,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221746271%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTRIX GROUP LLC,Centrix Group,7,1746271
centroid-systems,https://www.linkedin.com/company/centroid-systems,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22136424%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTROID SYSTEMS INC,Centroid Systems,176,136424
centura-health,https://www.linkedin.com/company/centura-health,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211522%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTURA HEALTH CORPORATION,Centura Health,8154,11522
centurylink,https://www.linkedin.com/company/centurylink,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224955%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CENTURYLINK COMMUNICATIONS LLC,CenturyLink,27151,4955
cep-america,https://www.linkedin.com/company/cep-america,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221154057%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEP AMERICA CALIFORNIA DBA VITUITY,CEP America,676,1154057
cepheid,https://www.linkedin.com/company/cepheid,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214849%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEPHEID,Cepheid,4907,14849
cepton,https://www.linkedin.com/company/cepton,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218040530%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEPTON TECHNOLOGIES INC,Cepton,110,18040530
cequence-security,https://www.linkedin.com/company/cequence-security,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210510476%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEQUENCE SECURITY INC,Cequence Security,165,10510476
cerberus-capital-management,https://www.linkedin.com/company/cerberus-capital-management,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214319%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERBERUS CAPITAL MANAGEMENT L P,Cerberus Capital Management,929,14319
cerebras-systems,https://www.linkedin.com/company/cerebras-systems,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210858000%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEREBRAS SYSTEMS INC,Cerebras Systems,376,10858000
cerner-corporation,https://www.linkedin.com/company/cerner-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222812%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERNER CORPORATION,Cerner Corporation,22264,2812
cerotid,https://www.linkedin.com/company/cerotid,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233213620%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEROTID INC,Cerotid Inc,23,33213620
certainteedsaintgobain,https://nc.linkedin.com/company/certainteedsaintgobain/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222986%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERTAIN TEED GYPSUM NC INC,CertainTeed,3060,2986
certainteed-corporation,https://in.linkedin.com/company/certainteed-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222986%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERTAINTEED LLC,CertainTeed,3060,2986
certifiedtechnicalexperts,https://www.linkedin.com/company/certifiedtechnicalexperts,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210361978%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERTIFIED TECHNICAL EXPERTS,"Certified Technical Experts, Inc.",31,10361978
cerus,https://www.linkedin.com/company/cerus,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22162973%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERUS CORPORATION,Cerus,364,162973
cervello,https://www.linkedin.com/company/cervello,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22594392%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CERVELLO INC,Cervello,327,594392
ces,https://in.linkedin.com/company/ces,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214069%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CES USA INC,CES,3491,14069
cetecom-gmbh,https://by.linkedin.com/company/cetecom-gmbh,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214170%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CETECOM INC,CETECOM,280,14170
ceva-logistics,https://www.linkedin.com/company/ceva-logistics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228434%22%2C%229842736%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CEVA LOGISTICS U S INC,CEVA Logistics,35675,8434|9842736
cf-industries,https://www.linkedin.com/company/cf-industries,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2225334%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CF INDUSTRIES EMPLOYEE SERVICES,CF Industries,2119,25334
cgi,https://www.linkedin.com/company/cgi/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221415%22%2C%225284212%22%2C%225937%22%2C%2210536179%22%2C%222294209%22%2C%222629405%22%2C%223851977%22%2C%2216951%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CGI TECHNOLOGIES AND SOLUTIONS INC,CGI,63448,1415|5284212|5937|10536179|2294209|2629405|3851977|16951
c.g.-uhlenberg-llp,https://www.linkedin.com/company/c.g.-uhlenberg-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22392230%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CGUCPA LLP DBA C G UHLENBERG LLP,C.G. Uhlenberg LLP,20,392230
ch2m-hill,https://www.linkedin.com/company/ch2m-hill/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229514880%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CH2M HILL INC,CH2M HILL,869,9514880
chad-e.-cowan-cpa-p.a.,https://www.linkedin.com/company/chad-e.-cowan-cpa-p.a.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2257888991%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAD E COWAN CPA PA,"CHAD E. COWAN, CPA P.A.",3,57888991
chadwick-riley-corporation,https://www.linkedin.com/company/chadwick-riley-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222173273%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHADWICK RILEY CORPORATION,Chadwick Riley Corporation,15,2173273
chags-health-information-technology-llc,https://www.linkedin.com/company/chags-health-information-technology-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2260434752%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAGS HEALTH INFORMATION TECH LLC,"CHAGS HEALTH INFORMATION TECHNOLOGY, LLC",9,60434752
chainalytics,https://www.linkedin.com/company/chainalytics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2257982%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAINALYTICS LLC,Chainalytics,309,57982
chaldal-inc,https://www.linkedin.com/company/chaldal-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2260392430%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHALDAL INC,"CHALDAL, INC",1,60392430
chalkbooks,https://www.linkedin.com/company/chalkbooks,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2282097023%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHALKBOOKS INC,ChalkBooks,8,82097023
challenge-mfg-company,https://www.linkedin.com/company/challenge-mfg-company,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223110301%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHALLENGE MANUFACTURING HOLDINGS INC,Challenge Manufacturing,1007,3110301
challenger-sports,https://www.linkedin.com/company/challenger-sports,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22529156%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHALLENGER SPORTS CORP,Challenger Sports,299,529156
cz-biohub,https://www.linkedin.com/company/cz-biohub,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216171170%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAN ZUCKERBERG BIOHUB INC,Chan Zuckerberg Biohub,179,16171170
chanceriver,https://www.linkedin.com/company/chanceriver,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218339925%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHANCE RIVER LLC,Chance River,8,18339925
c-a-b-c,https://www.linkedin.com/company/c-a-b-c,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226602966%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHANG & ASSOCIATES BEHAVIOR CONSUL,"Chang & Associates Behavior Consulting, LLC",14,6602966
chaossearch,https://www.linkedin.com/company/chaossearch,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211070870%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAOSSEARCH INC,ChaosSearch,64,11070870
chapman-university-investment-group,https://www.linkedin.com/company/chapman-university-investment-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2289936702%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHAPMAN UNIVERSITY,Chapman University Investment Group,4,89936702
chargepoint,https://in.linkedin.com/company/chargepoint,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22439853%22%2C%222754986%22%2C%229278788%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARGEPOINT INC,ChargePoint,1619,439853|2754986|9278788
edifisdmv,https://www.linkedin.com/company/edifisdmv,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2281291642%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARITY ADVERTISING & MARKETING PA,Edifis,11,81291642
cbwchc,https://www.linkedin.com/company/cbwchc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2288135%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARLES B WANG COMMUNITY HEALTH CENTER,Charles B. Wang Community Health Center,247,88135
charles-p-johnson-&-associates-inc-,https://www.linkedin.com/company/charles-p-johnson-&-associates-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222341681%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARLES P JOHNSON & ASSOCIATES INC,"Charles P. Johnson & Associates, Inc.",81,2341681
charles-drew-university-of-medicine-&-science,https://www.linkedin.com/company/charles-drew-university-of-medicine-&-science,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2258811853%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARLES R DREW UNIV OF MED & SCIEN,CHARLES DREW UNIVERSITY OF MEDICINE,9,58811853
charles-schwab,https://www.linkedin.com/company/charles-schwab,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221855%22%2C%221856%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARLES SCHWAB & COMPANY INC,Charles Schwab,27640,1855|1856
charlie-baggs-inc.,https://www.linkedin.com/company/charlie-baggs-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22566072%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,CHARLIE BAGGS INC,Charlie Baggs Culinary Innovations,19,566072
