slug,companyURL,companyMembersURL,companyNameNAICS,LinkedIn Company Name,employeesCount,LinkedIn Company IDs
scaleflux,https://www.linkedin.com/company/scaleflux,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218150527%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCALEFLUX INC,ScaleFlux,123,18150527
scepter-technologies,https://www.linkedin.com/company/scepter-technologies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215707940%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCEPTER TECHNOLOGIES INC,Scepter Technologies,22,15707940
schaeffler,https://www.linkedin.com/company/schaeffler,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22305287%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHAEFFLER GROUP USA INC,Schaeffler,23029,305287
schindler-elevator-corporation,https://www.linkedin.com/company/schindler-elevator-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226192%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHINDLER ELEVATOR CORPORATION,Schindler Elevator Corporation (U.S.),4647,6192
schlage,https://www.linkedin.com/company/schlage,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223571657%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHLAGE LOCK COMPANY LLC,Schlage Locks,135,3571657
slbglobal,https://www.linkedin.com/company/slbglobal/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221468%22%2C%22162873%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHLUMBERGER TECHNOLOGY CORPORATIO,SLB,107664,1468|162873
schneider-electric,https://nc.linkedin.com/company/schneider-electric,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222329%22%2C%227411%22%2C%2216490%22%2C%2227629%22%2C%222330%22%2C%2241953%22%2C%222795%22%2C%222794%22%2C%2293081%22%2C%2240751352%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHNEIDER ELECTRIC SMART GRID SOLU,Schneider Electric,76793,2329|7411|16490|27629|2330|41953|2795|2794|93081|40751352
schneider-electric-engineering-services-llc,https://www.linkedin.com/company/schneider-electric-engineering-services-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2252819644%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHNEIDER ELECTRIC ENGINEERING SERVICES LLC,"SCHNEIDER ELECTRIC ENGINEERING SERVICES, …",5,52819644
schneider-electric-systems-usa-inc.,https://www.linkedin.com/company/schneider-electric-systems-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2260844643%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHNEIDER ELECTRIC SYSTEMS USA INC,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",15,60844643
schneider-electric-usa-inc.,https://www.linkedin.com/company/schneider-electric-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2262194675%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHNEIDER ELECTRIC USA INC,"Schneider Electric USA, Inc.",43,62194675
schnuck-markets-inc-,https://www.linkedin.com/company/schnuck-markets-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2245170%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHNUCK MARKETS INC D/B/A SCHNUCKS,"Schnuck Markets, Inc.",2940,45170
scholaritsolution,https://www.linkedin.com/company/scholaritsolution,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2238127416%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHOLAR IT SOLUTIONS INC,Scholar IT Solutions Inc.,13,38127416
scholastic,https://www.linkedin.com/company/scholastic,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224505%22%2C%221311730%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHOLASTIC INC,Scholastic,8056,4505|1311730
schonfeld-group,https://www.linkedin.com/company/schonfeld-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22147507%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHONFELD STRATEGIC ADVISORS LLC,Schonfeld,837,147507
schwartz-sievers-anoia-engineering-llc,https://www.linkedin.com/company/schwartz-sievers-anoia-engineering-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2252845992%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCHWARTZ SIEVERS ANOIA ENGINEERING,SCHWARTZ SIEVERS ANOIA ENGINEERING LLC,7,52845992
sci,https://in.linkedin.com/company/sci,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165876%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCI SHARED RESOURCES LLC,Service Corporation International,6680,165876
science-and-technology-corporation-stc-,https://www.linkedin.com/company/science-and-technology-corporation-stc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221528515%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCIENCE & TECH CORP,Science and Technology Corporation (STC),157,1528515
science-37,https://www.linkedin.com/company/science-37,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224869017%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCIENCE 37 INC,Science 37,506,4869017
ssai,https://www.linkedin.com/company/ssai,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22166110%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCIENCE SYSTEMS & APPLICATIONS INC,"Science Systems and Applications, Inc (SSAI)",680,166110
cmp-scientific,https://www.linkedin.com/company/cmp-scientific/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2281564707%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCIENTIFIC COMPONENTS CORP DBA MIN,CMP Scientific Corp,4,81564707
scientific-games,https://www.linkedin.com/company/scientific-games,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165877%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCIENTIFIC GAMES CORPORATION,Scientific Games,3512,165877
scope-infotech-inc.,https://www.linkedin.com/company/scope-infotech-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221139843%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOPE INFOTECH INC,"Scope Infotech, Inc.",62,1139843
scopus-it,https://www.linkedin.com/company/scopus-it,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221712043%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOPUS IT INC,Scopus IT,15,1712043
scor,https://www.linkedin.com/company/scor,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211543%22%2C%22273261%22%2C%222876631%22%2C%224277826%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOR GLOBAL LIFE AMERICAS REINSURA,SCOR,3898,11543|273261|2876631|4277826
scotia-capital-usa-inc.,https://www.linkedin.com/company/scotia-capital-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2253691966%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOTIA CAPITAL USA INC,Scotia Capital (USA) Inc.,18,53691966
scotland-county-schools,https://www.linkedin.com/company/scotland-county-schools,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2256892748%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOTLAND COUNTY SCHOOLS,SCOTLAND COUNTY SCHOOLS,415,56892748
bswhealth,https://www.linkedin.com/company/bswhealth,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226250%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOTT & WHITE CLINIC,Baylor Scott & White Health,21618,6250
susd-foundation,https://www.linkedin.com/company/susd-foundation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210385943%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCOTTSDALE UNIFIED SCHOOL DISTRICT NO 48,Scottsdale Unified School District Foundation,3,10385943
scratchpad18,https://in.linkedin.com/company/scratchpad18,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218591746%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCRATCHPAD INC,Scratchpad.inc,12,18591746
scrumlink,https://www.linkedin.com/company/scrumlink,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222657941%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCRUMLINK INC,Scrumlink,17,2657941
scry-analytics,https://in.linkedin.com/company/scry-analytics,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223742766%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCRY ANALYTICS INC,Scry AI,138,3742766
levelup,https://www.linkedin.com/company/levelup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222317688%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SCVNGR INC D B A LEVELUP,LevelUp,46,2317688
sdl,https://www.linkedin.com/company/sdl,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165895%22%2C%22104177%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SDL INC,SDL,2982,165895|104177
sdlc-partners-l.p.,https://www.linkedin.com/company/sdlc-partners-l.p.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22470305%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SDLC MANAGEMENT INC,"SDLC Partners, L.P. - A CitiusTech Company",297,470305
seagate-technology,https://www.linkedin.com/company/seagate-technology,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222868%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEAGATE US LLC,Seagate Technology,16477,2868
seal,https://www.linkedin.com/company/seal,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165898%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEAL CONSULTING INC,SEAL Consulting Inc,335,165898
sealed-air-corporation,https://www.linkedin.com/company/sealed-air-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227663%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEALED AIR CORPORATION,Sealed Air Corporation,12219,7663
seamgroup,https://www.linkedin.com/company/seamgroup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22561951%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEAM GROUP LLC,SEAM Group,219,561951
sean-o%27connor-lighting,https://www.linkedin.com/company/sean-o%27connor-lighting,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221096662%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEAN O CONNOR LIGHTING INC,Sean O'Connor Lighting,19,1096662
searchstax,https://www.linkedin.com/company/searchstax,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223159000%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEARCHSTAX INC,SearchStax,62,3159000
svi-global-ltd-seasonal-visions-international-ltd.,https://www.linkedin.com/company/svi-global-ltd-seasonal-visions-international-ltd.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214989999%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEASONAL VISIONS INTERNATIONAL INC,"SVI Global LTD-Seasonal Visions International, Ltd.",10,14989999
liquidrunner,https://www.linkedin.com/company/liquidrunner,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2264731990%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEASONED 2.0 INC.,Liquid Runner,1,64731990
seatgeek,https://www.linkedin.com/company/seatgeek/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22431105%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEATGEEK INC,SeatGeek,769,431105
seattle-childrens,https://www.linkedin.com/company/seattle-childrens,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22163020%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEATTLE CHILDREN S HOSPITAL,Seattle Children's,7430,163020
seay-seay-&-litchfield-p.c.,https://www.linkedin.com/company/seay-seay-&-litchfield-p.c.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215691601%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEAY SEAY AND LITCHFIELD PC,Seay Seay & Litchfield,29,15691601
securemedical,https://www.linkedin.com/company/securemedical,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2219158407%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECURE MEDICAL INC,Secure Medical,17,19158407
securekloud-technologies,https://www.linkedin.com/company/securekloud-technologies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2271602553%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECUREKLOUD TECHNOLOGIES INC,SecureKloud Technologies,291,71602553
securenet-systems-corporation,https://www.linkedin.com/company/securenet-systems-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2274738746%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECURENET SYSTEMS CORPORATION,Securenet Systems Corporation,3,74738746
secureworks,https://www.linkedin.com/company/secureworks,https://www.linkedin.com/search/results/people/?currentCompany=%5B%229019%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECUREWORKS INC,Secureworks,2376,9019
security-benefit,https://www.linkedin.com/company/security-benefit,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2225082%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECURITY BENEFIT CORPORATION,Security Benefit,614,25082
security-innovation,https://www.linkedin.com/company/security-innovation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22276501%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECURITY INNOVATION INC,Security Innovation,188,276501
bulldog-security-services-llc-,https://in.linkedin.com/company/bulldog-security-services-llc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223331274%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SECURITY SERVICES LLC,"Bulldog Security Services, LLC.",77,3331274
sedgwick-claims-management-services,https://www.linkedin.com/company/sedgwick-claims-management-services,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2263112959%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEDGWICK CLAIMS MANAGEMENT SERVICE,Sedgwick Claims Management Services,98,63112959
seek-capital,https://www.linkedin.com/company/seek-capital,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224796852%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEEK CAPITAL LLC,Seek Capital,7,4796852
seertek-ltd,https://www.linkedin.com/company/seertek-ltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2221438373%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEERTEK SYSTEMS INC,SEERTEK SYSTEMS INC.,8,21438373
structural-engineering-group-inc,https://in.linkedin.com/company/structural-engineering-group-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223267437%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEG INC,SEG INC,20,3267437
segula-technologies,https://www.linkedin.com/company/segula-technologies/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215633%22%2C%22218980%22%2C%2285570%22%2C%22251105%22%2C%2218902191%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEGULA TECHNOLOGIES USA INC,SEGULA Technologies,8775,15633|218980|85570|251105|18902191
sei,https://www.linkedin.com/company/sei,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224826%22%2C%22763770%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEI INVESTMENTS COMPANY,SEI,3767,4826|763770
seismic-software,https://in.linkedin.com/company/seismic-software,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222746866%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEISMIC SOFTWARE INC,Seismic,1484,2746866
sejong-america-inc.,https://nc.linkedin.com/company/sejong-america-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2255497301%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEJONG ALABAMA LLC,"SEJONG AMERICA, INC.",5,55497301
selas-technologies-llc,https://www.linkedin.com/company/selas-technologies-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222775267%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELAS TECHNOLOGIES LLC,Selas Technologies,18,2775267
selbert-perkins-design,https://www.linkedin.com/company/selbert-perkins-design,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2230885%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELBERT PERKINS DESIGN,Selbert Perkins Design,52,30885
select_portfolio_servicing,https://www.linkedin.com/company/select_portfolio_servicing,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210842918%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECT PORTFOLIO SERVICING INC,Select Portfolio Servicing,648,10842918
select-rehab-inc,https://www.linkedin.com/company/select-rehab-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224705814%22%2C%2215841%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECT REHABILITATION LLC,Select Rehabilitation,6928,4705814|15841
selectstarhq,https://www.linkedin.com/company/selectstarhq,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2267090475%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECT STAR INC,Select Star,31,67090475
selecthealth,https://www.linkedin.com/company/selecthealth,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2222567%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECTHEALTH INC,SelectHealth,1275,22567
selective-insurance,https://www.linkedin.com/company/selective-insurance,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214749%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECTIVE INSURANCE COMPANY OF AM,Selective Insurance,2505,14749
selectorai,https://www.linkedin.com/company/selectorai,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2223743936%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELECTOR SOFTWARE INC,Selector,59,23743936
selene-finance-lp,https://www.linkedin.com/company/selene-finance-lp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22794260%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELENE FINANCE LP,Selene Finance LP,508,794260
selux-diagnostics-inc,https://www.linkedin.com/company/selux-diagnostics-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233517682%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SELUX DIAGNOSTICS INC,"Selux Diagnostics, Inc",80,33517682
sema4corp,https://www.linkedin.com/company/sema4corp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211125173%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEMA4 OPCO INC,Sema4,599,11125173
semcointernationalas,https://in.linkedin.com/company/semcointernationalas,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223342208%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEMCO ENGINEERING INC,SEMCO,75,3342208
onsemi,https://www.linkedin.com/company/onsemi,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165308%22%2C%2255271%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEMICONDUCTOR COMPONENTS INDUSTRIE,onsemi,13168,165308|55271
semtech,https://www.linkedin.com/company/semtech,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210926%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEMTECH CORPORATION,Semtech,1233,10926
sena-technologies-inc-,https://www.linkedin.com/company/sena-technologies-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222260235%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENA INFO TECHNOLOGIES INC,Sena Technologies Inc.,146,2260235
sennder-gmbh,https://in.linkedin.com/company/sennder-gmbh,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210442437%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENDER INC D/B/A SENDOSO,sennder,1010,10442437
sens-foundation,https://www.linkedin.com/company/sens-foundation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221882926%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENS FOUNDATION INC,SENS Research Foundation,27,1882926
sensata-technologies,https://www.linkedin.com/company/sensata-technologies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214823%22%2C%2289903537%22%2C%2219180537%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSATA TECHNOLOGIES INC,Sensata Technologies,7016,14823|89903537|19180537
senseonics-inc,https://www.linkedin.com/company/senseonics-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22155121%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSEONICS INCORPORATED,"Senseonics, Incorporated",138,155121
sensiba-san-filippo-llp,https://www.linkedin.com/company/sensiba-san-filippo-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22717815%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSIBA SAN FILIPPO LLP,Sensiba San Filippo LLP,340,717815
sensient-food-colors,https://www.linkedin.com/company/sensient-food-colors,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223689599%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSIENT COLORS LLC,Sensient Food Color,308,3689599
sensormatic,https://www.linkedin.com/company/sensormatic,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215128%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSORMATIC ELECTRONICS LLC,Sensormatic,945,15128
sensor-tower,https://www.linkedin.com/company/sensor-tower,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222887261%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENSORTOWER INC,Sensor Tower,290,2887261
sentinel-offender-services-llc,https://www.linkedin.com/company/sentinel-offender-services-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221200440%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENTINEL OFFENDER SERVICES LLC,Sentinel® Offender Services,208,1200440
sentinel-technologies,https://www.linkedin.com/company/sentinel-technologies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2213562%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENTINEL TECHNOLOGIES INC,Sentinel Technologies,749,13562
sentinelone,https://www.linkedin.com/company/sentinelone,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222886771%22%2C%2289652976%22%2C%2289787084%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SENTINELONE INC,SentinelOne,2011,2886771|89652976|89787084
sephora-usa-inc.,https://www.linkedin.com/company/sephora-usa-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215386406%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEPHORA USA INC,"Sephora USA, Inc.",452,15386406
sequoiaat,https://in.linkedin.com/company/sequoiaat,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227603064%22%2C%2266750083%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEQUOIA APPLIED TECHNOLOGIES INC,Sequoia Applied Technologies,85,7603064|66750083
sequoia,https://www.linkedin.com/company/sequoia,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211190%22%2C%2210364459%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEQUOIA CAPITAL OPERATIONS LLC,Sequoia Capital,900,11190|10364459
seqwell,https://www.linkedin.com/company/seqwell,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223774908%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEQWELL INC,seqWell,45,3774908
serra-community-medical-clinic-inc.,https://www.linkedin.com/company/serra-community-medical-clinic-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2259175349%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERRA COMMUNITY MED CLINIC INC,"SERRA COMMUNITY MEDICAL CLINIC, INC.",20,59175349
servesys,https://www.linkedin.com/company/servesys,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223549076%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVESYS CORPORATION DBA SERVSYS C,Servsys Corporation,126,3549076
service-oriented-solutions-llc,https://www.linkedin.com/company/service-oriented-solutions-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223239974%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICE ORIENTED SOLUTIONS LLC,Service Oriented Solutions LLC,19,3239974
servicechannel,https://www.linkedin.com/company/servicechannel,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22106481%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICECHANNEL COM INC,ServiceChannel,348,106481
servicelink,https://www.linkedin.com/company/servicelink,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2214436%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICELINK MANAGEMENT COMPANY LLC,ServiceLink,1661,14436
servicemax,https://www.linkedin.com/company/servicemax,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22528338%22%2C%2269703%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICEMAX INC,"ServiceMax, a PTC Technology",614,528338|69703
servicenow,https://in.linkedin.com/company/servicenow,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2229352%22%2C%222978982%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICENOW INC,ServiceNow,22130,29352|2978982
servicetitan,https://www.linkedin.com/company/servicetitan,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223157549%22%2C%2265313455%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVICETITAN INC,ServiceTitan,1975,3157549|65313455
servierindia,https://in.linkedin.com/company/servierindia,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221318764%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SERVIER PHARMACEUTICALS LLC,Servier INDIA,226,1318764
sessionm,https://www.linkedin.com/company/sessionm,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222731103%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SESSIONM INC,SessionM,89,2731103
settleco,https://www.linkedin.com/company/settleco,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2237507386%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SETTLE INC,Settle,100,37507386
seven-lakes-technologies,https://www.linkedin.com/company/seven-lakes-technologies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223049092%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SEVEN LAKES ENTERPRISES INC DBA SE,Seven Lakes Technologies,42,3049092
sf-express-corporation-usa,https://www.linkedin.com/company/sf-express-corporation-usa,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2211204318%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SF EXPRESS CORPORATION,SF Express Corporation - USA,42,11204318
sf-motors,https://www.linkedin.com/company/sf-motors,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215260253%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SF MOTORS INC,SF Motors Inc,95,15260253
sforce-infotech,https://www.linkedin.com/company/sforce-infotech,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210379227%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SFORCE INFOTECH INC,SForce Infotech Inc,9,10379227
sg-americas-inc.,https://www.linkedin.com/company/sg-americas-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2256096958%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SG AMERICAS OPERATIONAL SERVICES LLC,"SG Americas, Inc.",2,56096958
sg-americas-securities-llc,https://www.linkedin.com/company/sg-americas-securities-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226192161%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SG AMERICAS SECURITIES LLC,"SG Americas Securities, LLC",42,6192161
